2025-09-25 16:09:06 | INFO | Logging to file: logs/project_log.log
2025-09-25 16:20:39 | INFO | {'message': 'I just found JavaScript! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 16:20:39', 'category': 'tech', 'sentiment': 0.41, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 16:20:44 | INFO | {'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 16:20:44', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 16:20:49 | INFO | {'message': 'I just saw a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:20:49', 'category': 'other', 'sentiment': 0.83, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 16:20:54 | INFO | {'message': 'I just saw an app! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 16:20:54', 'category': 'other', 'sentiment': 0.77, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 16:20:59 | INFO | {'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-25 16:20:59', 'category': 'other', 'sentiment': 0.62, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 16:21:04 | INFO | {'message': 'I just shared game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:21:04', 'category': 'gaming', 'sentiment': 0.73, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-25 16:21:07 | INFO | Logging to file: logs/project_log.log
2025-09-25 16:21:07 | INFO | Log sanitization enabled, personal info removed
2025-09-25 16:21:09 | INFO | {'message': 'I just found recipe! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 16:21:09', 'category': 'food', 'sentiment': 0.08, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-25 16:21:14 | INFO | {'message': 'I just loved a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:21:14', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 16:21:19 | INFO | {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 16:21:19', 'category': 'humor', 'sentiment': 0.76, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 16:21:24 | INFO | {'message': 'I just shared Python! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:21:24', 'category': 'tech', 'sentiment': 0.53, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 16:21:24 | INFO | Logging to file: logs/project_log.log
2025-09-25 16:21:24 | INFO | Log sanitization enabled, personal info removed
2025-09-25 16:21:24 | INFO | Starting db testing.
2025-09-25 16:21:29 | INFO | {'message': 'I just shared a meme! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 16:21:29', 'category': 'humor', 'sentiment': 0.11, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-25 16:21:34 | INFO | {'message': 'I just saw a meme! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 16:21:34', 'category': 'humor', 'sentiment': 0.22, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 16:21:39 | INFO | {'message': 'I just saw Python! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:21:39', 'category': 'tech', 'sentiment': 0.21, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-25 16:21:44 | INFO | {'message': 'I just shared a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-25 16:21:44', 'category': 'entertainment', 'sentiment': 0.74, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-25 16:21:49 | INFO | {'message': 'I just shared game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 16:21:49', 'category': 'gaming', 'sentiment': 0.24, 'keyword_mentioned': 'game', 'message_length': 36}
2025-09-25 16:21:54 | INFO | {'message': 'I just shared a story! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 16:21:54', 'category': 'other', 'sentiment': 0.38, 'keyword_mentioned': 'other', 'message_length': 39}
2025-09-25 16:21:59 | INFO | {'message': 'I just tried a movie! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 16:21:59', 'category': 'entertainment', 'sentiment': 0.04, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-25 16:22:04 | INFO | {'message': 'I just tried a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 16:22:04', 'category': 'entertainment', 'sentiment': 0.46, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 16:22:09 | INFO | {'message': 'I just found a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:09', 'category': 'humor', 'sentiment': 0.67, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 16:22:09 | INFO | Logging to file: logs/project_log.log
2025-09-25 16:22:09 | INFO | Log sanitization enabled, personal info removed
2025-09-25 16:22:09 | INFO | Starting db testing.
2025-09-25 16:22:14 | INFO | {'message': 'I just saw JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:14', 'category': 'tech', 'sentiment': 1.0, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 16:22:19 | INFO | {'message': 'I just saw a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 16:22:19', 'category': 'other', 'sentiment': 0.34, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 16:22:24 | INFO | {'message': 'I just found an app! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:24', 'category': 'other', 'sentiment': 0.18, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 16:22:29 | INFO | {'message': 'I just shared a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 16:22:29', 'category': 'other', 'sentiment': 0.92, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 16:22:34 | INFO | {'message': 'I just loved a story! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:22:34', 'category': 'other', 'sentiment': 0.85, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 16:22:39 | INFO | {'message': 'I just tried travel! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 16:22:39', 'category': 'travel', 'sentiment': 0.63, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 16:22:44 | INFO | {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:44', 'category': 'humor', 'sentiment': 0.35, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 16:22:49 | INFO | {'message': 'I just shared a meme! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:49', 'category': 'humor', 'sentiment': 0.55, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-25 16:22:54 | INFO | {'message': 'I just loved travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 16:22:54', 'category': 'travel', 'sentiment': 0.36, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 16:22:59 | INFO | {'message': 'I just loved JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 16:22:59', 'category': 'tech', 'sentiment': 0.06, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-25 16:23:04 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 16:23:04', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 16:23:09 | INFO | {'message': 'I just shared a story! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 16:23:09', 'category': 'other', 'sentiment': 0.64, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 16:23:14 | INFO | {'message': 'I just loved travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 16:23:14', 'category': 'travel', 'sentiment': 0.15, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 16:23:16 | WARNING | Producer interrupted by user.
2025-09-25 16:23:16 | INFO | Producer shutting down.
2025-09-25 18:19:32 | INFO | Logging to file: logs/project_log.log
2025-09-25 18:19:32 | INFO | Log sanitization enabled, personal info removed
2025-09-25 18:19:32 | INFO | Starting Producer to run continuously.
2025-09-25 18:19:32 | INFO | Use Ctrl+C to stop.
2025-09-25 18:19:32 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 18:19:32 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 18:19:32 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 18:19:32 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data
2025-09-25 18:19:32 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/project_live.json
2025-09-25 18:19:32 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data
2025-09-25 18:19:32 | INFO | SQLITE_PATH: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite
2025-09-25 18:19:32 | INFO | Deleted existing live data file.
2025-09-25 18:19:32 | INFO | Kafka broker address: localhost:9092
2025-09-25 18:19:32 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'HgK16oaASYSw0OdYOPF66A', 'controller_id': 1}
2025-09-25 18:19:34 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 18:19:34 | INFO | {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:34', 'category': 'humor', 'sentiment': 0.17, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 18:19:39 | INFO | {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:39', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 18:19:44 | INFO | {'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:44', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 18:19:49 | INFO | {'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:49', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 18:19:54 | INFO | {'message': 'I just shared a story! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:54', 'category': 'other', 'sentiment': 0.98, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 18:19:59 | INFO | {'message': 'I just shared travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:19:59', 'category': 'travel', 'sentiment': 0.06, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 18:20:02 | INFO | Logging to file: logs/project_log.log
2025-09-25 18:20:02 | INFO | Log sanitization enabled, personal info removed
2025-09-25 18:20:02 | INFO | Starting Consumer to run continuously.
2025-09-25 18:20:02 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-25 18:20:02 | INFO | Moved .env variables into a utils config module.
2025-09-25 18:20:02 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-25 18:20:02 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 18:20:02 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data
2025-09-25 18:20:02 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/project_live.json
2025-09-25 18:20:02 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data
2025-09-25 18:20:02 | INFO | SQLITE_PATH: C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite
2025-09-25 18:20:02 | INFO | SUCCESS: Read environment variables.
2025-09-25 18:20:02 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-25 18:20:02 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-25 18:20:02 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 18:20:02 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 18:20:02 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite.
2025-09-25 18:20:02 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-25 18:20:02 | INFO | Called consume_messages_from_file() with:
2025-09-25 18:20:02 | INFO |    live_data_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/project_live.json')
2025-09-25 18:20:02 | INFO |    sql_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:02 | INFO |    interval_secs=5
2025-09-25 18:20:02 | INFO |    last_position=0
2025-09-25 18:20:02 | INFO | 1. Initialize the database.
2025-09-25 18:20:02 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 18:20:02 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 18:20:02 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite.
2025-09-25 18:20:02 | INFO | 2. Set the last position to 0 to start at the beginning of the file.
2025-09-25 18:20:02 | INFO | 3. Read from live data file at position 0.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:34', 'category': 'humor', 'sentiment': 0.17, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:34', 'category': 'humor', 'sentiment': 0.17, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:39', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:39', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:44', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:44', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:49', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 18:19:49', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just shared a story! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:54', 'category': 'other', 'sentiment': 0.98, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just shared a story! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 18:19:54', 'category': 'other', 'sentiment': 0.98, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | Processed message: {'message': 'I just shared travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:19:59', 'category': 'travel', 'sentiment': 0.06, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 18:20:03 | INFO | Calling SQLite insert_message() with:
2025-09-25 18:20:03 | INFO | message={'message': 'I just shared travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:19:59', 'category': 'travel', 'sentiment': 0.06, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 18:20:03 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/datastream-01/buzzline-05-hanson/data/buzz.sqlite')
2025-09-25 18:20:03 | INFO | Inserted one message into the database.
2025-09-25 18:20:03 | INFO | TRY/FINALLY: Consumer shutting down.
2025-09-25 18:20:04 | INFO | {'message': 'I just saw JavaScript! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 18:20:04', 'category': 'tech', 'sentiment': 0.35, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 18:20:09 | INFO | {'message': 'I just shared a movie! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:20:09', 'category': 'entertainment', 'sentiment': 0.06, 'keyword_mentioned': 'movie', 'message_length': 39}
2025-09-25 18:20:14 | INFO | {'message': 'I just shared game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:20:14', 'category': 'gaming', 'sentiment': 0.44, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-25 18:20:19 | INFO | {'message': 'I just tried a movie! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 18:20:19', 'category': 'entertainment', 'sentiment': 0.83, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 18:20:24 | INFO | {'message': 'I just found a meme! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:20:24', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 18:20:29 | INFO | {'message': 'I just found an app! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 18:20:29', 'category': 'other', 'sentiment': 0.88, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 18:20:34 | INFO | {'message': 'I just found JavaScript! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:20:34', 'category': 'tech', 'sentiment': 0.31, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 18:20:39 | INFO | {'message': 'I just shared a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 18:20:39', 'category': 'humor', 'sentiment': 0.04, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 18:20:44 | INFO | {'message': 'I just loved travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:20:44', 'category': 'travel', 'sentiment': 0.64, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 18:20:49 | INFO | {'message': 'I just shared an app! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:20:49', 'category': 'other', 'sentiment': 0.16, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 18:20:54 | INFO | {'message': 'I just saw Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:20:54', 'category': 'tech', 'sentiment': 0.57, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 18:20:59 | INFO | {'message': 'I just found a story! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-25 18:20:59', 'category': 'other', 'sentiment': 0.61, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 18:21:04 | INFO | {'message': 'I just tried a trick! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:21:04', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 18:21:09 | INFO | {'message': 'I just shared recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:21:09', 'category': 'food', 'sentiment': 0.54, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-25 18:21:14 | INFO | {'message': 'I just shared an app! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 18:21:14', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 18:21:19 | INFO | {'message': 'I just found an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 18:21:19', 'category': 'other', 'sentiment': 0.32, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 18:21:24 | INFO | {'message': 'I just tried recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 18:21:24', 'category': 'food', 'sentiment': 0.33, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-25 18:21:29 | INFO | {'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:21:29', 'category': 'tech', 'sentiment': 0.07, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 18:21:34 | INFO | {'message': 'I just saw an app! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 18:21:34', 'category': 'other', 'sentiment': 0.35, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-25 18:21:39 | INFO | {'message': 'I just shared Python! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-25 18:21:39', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'Python', 'message_length': 38}
2025-09-25 18:21:44 | INFO | Logging to file: logs/project_log.log
2025-09-25 18:21:44 | INFO | Log sanitization enabled, personal info removed
2025-09-25 18:21:44 | INFO | {'message': 'I just shared a trick! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 18:21:44', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 18:21:49 | INFO | {'message': 'I just found a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:21:49', 'category': 'humor', 'sentiment': 0.98, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 18:21:54 | INFO | {'message': 'I just saw game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 18:21:54', 'category': 'gaming', 'sentiment': 0.6, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-25 18:21:59 | INFO | {'message': 'I just shared JavaScript! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:21:59', 'category': 'tech', 'sentiment': 0.7, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-25 18:22:04 | INFO | {'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:22:04', 'category': 'humor', 'sentiment': 0.14, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-25 18:22:09 | INFO | {'message': 'I just tried a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 18:22:09', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-25 18:22:14 | INFO | {'message': 'I just saw travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 18:22:14', 'category': 'travel', 'sentiment': 0.34, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-25 18:22:19 | INFO | {'message': 'I just loved a trick! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 18:22:19', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 18:22:24 | INFO | {'message': 'I just shared JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 18:22:24', 'category': 'tech', 'sentiment': 0.64, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 18:22:29 | INFO | {'message': 'I just saw JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 18:22:29', 'category': 'tech', 'sentiment': 0.53, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 18:22:34 | INFO | {'message': 'I just saw a meme! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 18:22:34', 'category': 'humor', 'sentiment': 0.43, 'keyword_mentioned': 'meme', 'message_length': 33}
2025-09-25 18:22:39 | INFO | {'message': 'I just saw an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 18:22:39', 'category': 'other', 'sentiment': 0.08, 'keyword_mentioned': 'other', 'message_length': 35}
